,Job tenure,Age,Car price,Funding amount,Down payment,Loan duration,Monthly payment,Credit event,Married,Homeowner,y_hat,pred_default
47,3,49,6166,6841,0,60,0.09333333333333334,0,1,1,0,0.7900414977177324
48,3,61,9710,9220,0,48,0.0625,0,1,0,0,0.7858584386757469
49,0,30,7480,7978,0,36,0.1058823529411765,0,1,0,0,0.6707616173442712
50,1,19,18990,20450,0,72,0.08064516129032258,0,0,0,0,0.5425664529671792
51,2,22,13000,2500,1,12,0.122331217541835,0,0,0,0,0.740439525458094
52,30,58,35480,16000,0,60,0.0684964200477327,0,1,1,0,0.8555526040418837
53,3,57,8900,4802,1,60,0.06206896551724138,0,0,0,0,0.7273615403908271
54,1,28,6450,6404,0,36,0.1044133476856835,0,1,0,0,0.6623597204047708
55,21,53,18990,18567,0,96,0.07890909090909091,0,1,1,0,0.8499084990559835
56,12,46,5900,5750,0,60,0.04497816593886463,0,1,1,0,0.8275237253219334
57,28,52,22990,15410,1,72,0.1335294117647059,0,1,1,0,0.8030764187756009
58,15,56,11801,12500,1,60,0.05958188153310105,0,0,1,0,0.7847708695999798
59,28,48,29139,9139,1,36,0.16875,0,1,1,0,0.801205456749418
60,7,71,11490,11490,0,72,0.1247619047619048,0,1,0,0,0.7726231619908195
61,24,58,13500,11950,0,60,0.06265664160401002,0,0,0,0,0.7411564875998918
62,4,23,19890,16747,0,48,0.1470588235294118,0,0,0,0,0.732706053073108
63,0,65,11490,7690,0,60,0.1490236382322713,0,0,0,0,0.6384698517505693
64,0,22,14900,14900,0,60,0.2,0,0,0,0,0.5159854768107067
65,9,36,19683,22848,0,72,0.08437892095357591,0,1,0,0,0.7641324974025356
66,3,42,8899,6014,0,72,0.07615384615384616,0,0,0,0,0.7106315233457245
67,7,27,12880,11292,0,48,0.1275,0,1,0,0,0.802322983062734
68,10,51,16900,17920,0,72,0.2092307692307692,0,1,0,0,0.7867719610551565
69,0,53,13200,14383,0,36,0.1546153846153846,0,0,1,0,0.7074004999200435
70,13,73,14950,10950,0,84,0.093125,0,1,0,0,0.8026939795077995
71,2,27,8300,8300,0,72,0.07,0,0,0,0,0.6504584709381874
72,1,50,17900,17900,0,60,0.1982352941176471,0,1,0,0,0.6663864596027165
73,1,37,14700,7118,1,24,0.1275,0,1,1,0,0.7708900788578981
74,10,74,7490,2490,1,12,0.1638461538461538,0,1,1,0,0.837502750134405
75,4,23,9000,8591,0,36,0.1946153846153846,0,0,0,0,0.7290399289700034
76,0,34,16700,14886,0,60,0.1756410256410256,0,0,0,0,0.555461849164649
77,3,43,26179,29248,0,96,0.1433764135702746,0,1,0,0,0.6023017334762022
78,16,63,7146,7146,0,36,0.1507142857142857,0,0,1,0,0.7922064931721987
79,0,44,5839,6067,0,24,0.02547223812249571,0,1,0,0,0.695707503547115
80,16,38,14900,14900,0,48,0.07239130434782609,0,1,1,0,0.8446553413465734
81,3,53,5690,5608,0,72,0.0525,0,0,0,0,0.672399668616302
82,4,37,28854,29000,0,72,0.1112280701754386,0,1,0,0,0.694127852827003
83,14,35,17960,14960,0,48,0.1,0,0,0,0,0.8138668252476655
84,17,53,9800,9800,0,72,0.04131578947368421,0,1,1,0,0.8341009355050188
85,0,33,8900,7400,0,60,0.07722222222222222,0,1,0,0,0.6425777078132628
86,2,66,9500,11524,0,72,0.1521739130434783,1,0,1,0,0.5426353470323134
87,8,47,9950,7950,0,48,0.04119973632168754,0,1,1,0,0.8704012973788864
88,39,63,15990,13142,0,72,0.07933333333333334,0,1,1,0,0.8450240046618084
89,4,46,10900,11942,0,72,0.09538461538461539,0,1,0,0,0.7605016217859097
90,19,71,14850,10000,0,60,0.06,0,1,1,0,0.8389799546646428
91,2,56,22129,17629,0,96,0.09545454545454546,0,1,1,0,0.7851837569841009
92,23,85,10000,7500,0,36,0.151285930408472,0,1,0,0,0.8109342891145055
93,9,34,19990,14190,0,60,0.121852970795569,0,1,0,0,0.7961894338471741
94,1,43,11079,11079,0,72,0.1023890784982935,0,1,1,0,0.8081215383329416
95,10,51,18500,20378,0,72,0.09571428571428571,0,1,0,0,0.7733947127089265
96,5,41,12968,12968,0,48,0.1389277389277389,0,1,0,0,0.7440582006744435
97,6,37,8990,8650,0,72,0.0421084519842472,0,0,0,0,0.7612538135771943
98,1,29,13990,11990,0,84,0.07347826086956522,0,0,0,0,0.6729009252341338
99,3,37,9990,8052,0,36,0.1205,0,1,0,0,0.8171281935076218
100,8,25,5900,3315,1,48,0.018,0,1,0,0,0.655604584676036
101,1,40,15990,14990,0,60,0.127141568981064,0,1,0,0,0.680751173209905
102,3,22,6600,2764,1,24,0.08571428571428572,0,0,0,0,0.7088561375616451
103,0,41,16379,15374,0,48,0.07770652583930593,1,0,0,0,0.5566572488817314
104,0,38,7750,6712,0,36,0.1164705882352941,0,0,0,0,0.6806151706009242
105,0,48,6090,6340,0,48,0.0746039856923863,0,1,0,0,0.6895858600997362
106,6,28,20400,18900,0,60,0.1094444444444444,0,0,0,0,0.7435147430142056
107,0,45,16300,16300,0,72,0.06912696226934728,0,1,1,0,0.8065082756130437
108,4,51,7680,8897,0,72,0.0415625,0,1,0,0,0.7386456507835721
109,2,23,17990,19713,0,72,0.1776,0,0,0,1,0.4947029773421632
110,3,30,6012,6456,0,36,0.1727272727272727,0,0,0,0,0.7324132738792748
111,0,42,9990,11381,0,60,0.064,0,0,1,0,0.7325580234169264
112,8,30,11375,11375,0,96,0.07823529411764706,0,0,1,0,0.7554180391421739
113,26,52,10990,10890,0,96,0.02129443326626425,0,1,1,0,0.82294569392254
114,4,34,13390,8615,0,48,0.07755102040816327,0,1,0,0,0.8199765098729337
115,24,48,9490,10760,0,72,0.08,0,0,1,0,0.7809205126249855
116,1,20,14800,18043,0,96,0.1546666666666667,0,0,0,1,0.46766890996222277
117,7,29,3130,3130,0,36,0.0699619771863118,0,1,0,0,0.782261069017618
118,3,20,22586,22682,0,60,0.1814814814814815,0,0,0,1,0.4338723713296808
119,31,47,12163,10163,0,48,0.087984496124031,0,1,1,0,0.8671739749044468
120,26,44,5133,5133,0,36,0.08406113537117904,0,0,0,0,0.7905808623121687
121,1,59,11650,5906,0,36,0.08894736842105264,0,1,0,0,0.776705540467017
122,5,31,16110,15870,1,96,0.07057163020465773,0,1,0,0,0.6730527695989595
123,0,26,10540,10540,0,60,0.07559614408929477,0,0,0,0,0.5927071412724272
124,1,41,12900,14292,0,84,0.1258064516129032,0,1,0,0,0.6487876834774198
125,19,60,18000,16905,0,24,0.2246875,0,1,1,0,0.7394369819538416
126,27,54,17800,20607,0,96,0.1030434782608696,0,0,1,0,0.7767527718444869
127,22,45,17508,17508,0,72,0.04933333333333333,0,1,0,0,0.7723665231978437
128,6,52,5844,6331,0,48,0.06863636363636363,0,0,0,0,0.7899424190809438
129,27,50,18700,10200,0,96,0.03909090909090909,0,1,1,0,0.8371777544831497
130,1,47,6243,6243,0,36,0.1268965517241379,0,1,0,0,0.7079165069879501
131,10,52,715,715,0,8,0.0455,0,1,1,0,0.8669314632268019
132,10,76,4764,4764,0,24,0.08333333333333333,0,0,0,0,0.7510566073916809
133,2,58,12000,17159,0,84,0.0936,0,1,1,0,0.8004407694985366
134,19,56,19160,15538,0,48,0.1041666666666667,0,1,1,0,0.8609129943196083
135,38,55,15800,6315,0,48,0.03333333333333333,0,1,1,0,0.8494682086475429
136,2,42,9680,10910,0,96,0.06691800188501414,0,1,1,0,0.7746181842744815
137,4,59,6572,5000,0,36,0.4166666666666667,0,1,1,0,0.8326109853738137
138,9,59,19990,22103,0,72,0.1717948717948718,0,1,0,0,0.71187319709416
139,15,42,11590,12611,0,60,0.08547486033519552,0,0,0,0,0.7720610279157326
140,9,42,24349,24349,0,72,0.2126666666666667,0,0,0,0,0.6171894556409122
141,42,59,18946,17046,1,60,0.1076923076923077,0,1,0,0,0.7540499758626158
142,0,38,24880,27364,0,72,0.1162962962962963,0,1,0,0,0.6013750248046827
143,1,49,14280,12280,0,60,0.04907115317209954,0,1,0,0,0.741464440506267
144,4,45,3490,3490,0,48,0.04184782608695652,0,0,1,0,0.8028199709597568
145,5,22,20750,19050,0,60,0.1226666666666667,0,0,1,0,0.6824722076661205
146,7,34,12500,11236,0,48,0.0652,0,0,0,0,0.8253996886898489
147,0,31,12450,13800,0,72,0.1178571428571429,0,0,0,0,0.5633087016772194
148,0,52,3990,4417,0,36,0.07065217391304347,0,0,0,0,0.7034467540502296
149,8,32,14640,8122,1,24,0.07822222222222222,0,0,0,0,0.822686580063593
150,17,60,15600,16267,0,72,0.1539393939393939,0,1,1,0,0.8245934006972935
151,16,46,15500,13000,0,96,0.05289588215600938,0,1,1,0,0.8570558062354774
152,17,51,7436,8001,0,48,0.03252788104089219,0,1,1,0,0.868990334039578
153,7,72,7450,7756,0,48,0.1166666666666667,0,1,1,0,0.8423912160128079
154,20,55,14990,14990,0,96,0.1718181818181818,0,1,1,0,0.8203671712135547
155,2,66,29000,29000,0,60,0.1788359788359788,0,1,1,0,0.6919174971179318
156,5,40,20849,20849,0,60,0.07176470588235294,0,0,0,0,0.6875505684883412
157,15,57,26790,15790,0,48,0.098,0,1,1,0,0.856569451765712
158,27,52,4884,4884,0,24,0.1413333333333333,0,1,1,0,0.8603333285898683
159,23,42,16700,12658,0,60,0.06133828996282528,0,1,1,0,0.8579003091813326
160,2,24,2272,2417,0,24,0.08153846153846153,0,0,0,0,0.7683498560695454
161,0,42,23900,20451,0,60,0.1087155963302752,0,0,0,0,0.5809465915616583
162,7,43,7320,6558,0,72,0.09545454545454546,0,0,1,0,0.7789904125267899
163,5,46,5950,5950,0,48,0.0685,0,0,0,0,0.7699621136037937
164,0,59,2846,2846,0,48,0.05307692307692308,0,0,0,0,0.6251865066571752
165,41,61,5572,4728,0,36,0.073,1,1,0,0,0.7125489327979586
166,18,46,2500,2656,0,24,0.0456,0,1,1,0,0.8658605513628435
167,0,25,16890,16153,0,60,0.1716666666666667,0,0,0,0,0.5630107430585524
168,2,27,26228,21368,0,72,0.09619047619047619,0,0,0,0,0.592183673788289
169,2,24,7560,6592,0,60,0.07,0,0,0,0,0.6472441616405583
170,2,47,11450,4000,1,36,0.09899328859060402,0,1,1,0,0.8324602881299872
171,4,42,13800,13800,0,60,0.04406779661016949,0,1,1,0,0.8499439359216301
172,6,58,11950,12709,0,96,0.1333333333333333,0,1,0,0,0.7762414327744072
173,7,59,9990,9774,0,96,0.07,0,0,0,0,0.7424197006910614
174,3,84,10800,5000,0,48,0.08,0,1,0,0,0.7733780008624602
175,4,26,11650,12917,0,72,0.03412204234122043,0,1,0,0,0.6975388133939815
176,1,23,13000,11248,0,48,0.16,0,0,0,0,0.6460232623332456
177,15,78,12540,12240,0,48,0.1346153846153846,0,0,1,0,0.7039819885791809
178,6,29,35010,29010,0,60,0.1355555555555556,0,1,0,0,0.6842793225302021
179,1,20,16790,18821,0,60,0.2041666666666667,0,0,0,1,0.4762138324284777
180,12,59,27219,20219,0,48,0.1,0,1,1,0,0.8476767994013573
181,4,52,3927,4349,0,36,0.05157936825269892,0,1,1,0,0.864008114936022
182,6,52,9700,8576,0,36,0.1452941176470588,0,0,0,0,0.7725012436422288
183,0,34,28650,26973,0,72,0.1325581395348837,0,1,0,0,0.5706555387604297
184,0,60,13490,12147,0,36,0.1434294871794872,0,1,0,0,0.7526757261092362
185,0,37,10120,11306,0,96,0.05910267471958585,0,0,0,0,0.6427160790007096
186,25,64,8100,3600,1,24,0.05172413793103448,0,1,1,0,0.849647231603036
187,18,47,12844,12844,0,41,0.1088372093023256,0,1,1,0,0.8406364421393884
188,6,38,12159,10659,0,60,0.09385474860335195,0,1,1,0,0.8503201463117495
189,2,63,6990,5990,0,60,0.05405405405405406,0,0,0,0,0.6608228814745317
190,17,56,14490,10814,0,48,0.0648508430609598,0,1,1,0,0.8701643210031086
191,3,23,5950,6783,0,60,0.08714285714285715,0,0,0,0,0.6732769234704059
192,36,56,21400,15925,0,60,0.1041666666666667,0,1,0,0,0.797935715202744
193,5,47,9900,8700,0,72,0.105,0,0,1,0,0.7441472028912114
194,2,29,15000,14724,0,24,0.1844,0,0,1,0,0.6530442786815764
195,0,44,11389,13738,0,84,0.1125869702719798,0,0,0,0,0.5513464164360435
196,3,19,7990,4255,1,24,0.1430769230769231,0,0,0,0,0.668590195412408
197,0,42,4000,4250,0,24,0.05791139240506329,0,1,0,0,0.6827475023470159
198,13,48,10360,10094,0,48,0.1036363636363636,0,0,0,0,0.8058303973580482
199,5,50,10338,11242,0,60,0.1033333333333333,0,0,0,0,0.7103736248632022
200,18,41,23490,20490,0,60,0.05997474747474747,0,1,0,0,0.7785593763874946
201,1,39,22900,21802,0,72,0.1845588235294118,0,0,0,1,0.46227597574366786
202,14,42,7922,8874,0,48,0.09238095238095238,0,1,1,0,0.856408234391024
203,1,62,7980,6480,0,36,0.08434782608695653,0,1,1,0,0.8407392660251157
204,15,52,18500,17800,0,60,0.06633333333333333,0,1,0,0,0.8098669694537961
205,1,37,18490,20058,0,60,0.1969230769230769,0,0,0,1,0.449371606416786
206,1,30,9200,9900,0,48,0.3125,0,0,0,0,0.5802894990001471
207,12,36,25990,26120,0,72,0.08966666666666667,0,0,0,0,0.712157138954882
208,21,46,8914,8914,0,30,0.1036649214659686,0,0,0,0,0.804273903528211
209,4,25,7154,7749,0,60,0.07405405405405406,0,0,0,0,0.6725383525846444
210,12,32,20016,23250,0,96,0.2472727272727273,0,0,0,0,0.5502534238764455
211,24,43,23000,9000,1,12,0.2321212121212121,0,1,0,0,0.7297532207824686
212,3,22,3990,4290,0,36,0.09142857142857143,0,0,1,0,0.6676484193955232
213,36,52,15825,10260,1,36,0.0925,0,1,0,0,0.8347206733040968
214,21,42,9016,9016,0,36,0.095,0,0,1,0,0.8471883891639075
215,1,53,5981,6229,0,24,0.06388888888888888,0,1,1,0,0.838012255667985
216,42,59,16450,5600,1,24,0.09128205128205129,0,1,1,0,0.8499970049202394
217,1,64,22610,18874,0,48,0.17,0,0,1,0,0.6750590093593145
218,0,22,17890,19438,0,60,0.3104347826086957,0,0,0,1,0.4049157182310751
219,0,19,13000,11615,0,60,0.1904347826086956,0,0,0,0,0.5625849001320125
220,1,26,12490,13112,0,72,0.1658333333333333,0,1,0,0,0.5873382985790907
221,8,54,8999,10364,0,60,0.09850746268656717,0,1,0,0,0.787901470362701
222,23,62,8480,8725,0,72,0.04380952380952381,0,1,0,0,0.7723741232128877
223,4,22,20490,20490,0,60,0.132972972972973,0,0,0,0,0.5946032673594952
224,6,69,12370,9718,0,72,0.05041459369817579,0,0,1,0,0.7759391460877127
225,3,39,11450,10750,0,60,0.1071428571428571,0,0,1,0,0.7574047560687847
226,0,26,11240,11240,0,60,0.1048,0,0,0,0,0.5985190197267085
227,1,52,19350,22561,0,72,0.1361111111111111,0,0,0,0,0.5299336083997117
228,4,50,17460,18490,1,60,0.12125,0,1,1,0,0.8027866302029343
229,4,33,8970,10433,0,72,0.101875,0,0,0,0,0.6576594954386152
230,2,65,7500,7499,0,96,0.062,0,1,0,0,0.6911276834909317
231,1,41,23860,20990,0,84,0.09389830508474577,0,1,0,0,0.6521615610443744
232,18,62,18200,20577,0,60,0.2514285714285714,0,1,1,0,0.7691574287530526
233,0,27,3546,3809,0,36,0.1018181818181818,1,1,0,0,0.5492004306753566
234,12,37,23000,15181,0,60,0.08634920634920636,0,1,1,0,0.8513404858268803
235,32,60,22100,16000,0,48,0.05666666666666666,0,1,1,0,0.8564867307395166
236,8,29,9990,9490,0,96,0.05404135338345865,0,0,0,0,0.7287212467096458
237,24,50,10990,9390,0,60,0.1264285714285714,0,1,1,0,0.8407595398062109
238,2,49,21145,25455,0,72,0.2733333333333333,0,0,1,0,0.631080233414524
239,5,29,4467,4817,0,48,0.09083333333333334,0,0,0,0,0.7402356971169166
240,22,40,23049,17931,0,36,0.06090909090909091,0,0,1,0,0.7618173878364354
241,3,21,11700,9200,0,48,0.1089473684210526,0,0,1,0,0.7104255360996091
242,18,53,6300,6835,0,60,0.06916666666666667,0,0,1,0,0.7798853710519147
243,25,71,6810,6810,0,72,0.07578947368421053,0,0,0,0,0.6587877547597434
244,2,58,6340,6695,0,72,0.09581881533101046,0,0,0,0,0.6606479129979825
245,14,60,11385,11485,0,96,0.1,0,0,1,0,0.754987679003386
246,18,56,10600,11171,0,48,0.168,0,1,1,0,0.8390846256843025
247,9,38,8950,7939,0,48,0.05405405405405406,0,0,0,0,0.8114259261049659
248,4,42,19400,21925,0,60,0.0884046052631579,0,0,0,0,0.671262681204237
249,29,57,13900,12514,0,60,0.05087719298245614,0,1,1,0,0.8590550724476881
250,2,31,15900,17019,0,36,0.225,0,1,0,0,0.7074143295726649
251,3,36,18470,20098,0,60,0.1131455399061033,0,1,0,0,0.695128478879792
252,19,36,19500,18200,0,60,0.05235294117647059,0,1,1,0,0.8477290316540362
253,1,62,5900,4400,0,48,0.04208333333333333,0,1,0,0,0.7182949626257297
254,22,57,4472,4472,0,36,0.03124260355029586,0,1,1,0,0.8665697069912841
255,1,52,14000,4337,1,60,0.039,0,1,0,0,0.7402810502834933
256,7,32,15680,17430,0,48,0.09444444444444444,0,1,0,0,0.822013401307528
257,4,35,12490,13838,0,84,0.1009076348104645,0,0,0,0,0.677412108171574
258,1,43,3400,3757,0,36,0.1054613935969868,0,0,0,0,0.6743530566463549
259,0,26,5019,5548,0,36,0.1406779661016949,1,0,0,0,0.5402194980617716
260,2,22,12500,12505,0,60,0.1166666666666667,0,1,0,0,0.5829253575007589
261,4,23,13990,17022,0,96,0.1483870967741935,0,0,0,0,0.6265584673948335
262,1,61,23115,23115,0,48,0.15,0,0,0,0,0.5689663816852202
263,32,59,13700,12700,0,84,0.105,0,0,0,0,0.6696315479692043
264,32,52,7700,8619,0,48,0.06925925925925926,0,1,0,0,0.8171326203022993
265,16,54,11990,6847,0,36,0.1233453670276775,0,1,1,0,0.8722030158033817
266,15,58,13490,13490,0,60,0.06300539083557952,0,1,1,0,0.8554708423354744
267,9,56,11790,11790,0,72,0.09701492537313433,0,1,1,0,0.8444807499285953
268,5,28,16250,12750,0,48,0.179902755267423,0,0,0,0,0.756736896821992
269,17,43,16800,11100,0,36,0.1443478260869565,0,1,0,0,0.8383422331850386
270,20,82,7590,5090,0,24,0.04333333333333333,0,0,1,0,0.7791035480900103
271,3,25,5750,6441,0,48,0.1175,0,0,0,0,0.7018261667047454
272,6,28,14690,14690,0,60,0.0578125,0,0,0,0,0.7623353171951865
273,28,64,13950,12450,0,60,0.138,0,1,1,0,0.8348217278673417
274,9,49,19400,16900,0,48,0.1055,0,1,1,0,0.8643430473531559
275,1,21,2350,2500,0,24,0.1294117647058824,0,0,0,0,0.6365586918881598
276,15,53,7000,6471,0,48,0.1168,0,1,1,0,0.8646418130328654
277,13,55,22640,25186,0,96,0.1873015873015873,0,1,0,0,0.7179171355242546
278,15,78,4365,1550,1,12,0.0825,0,0,0,0,0.7656409410618226
279,5,32,11490,11490,0,48,0.07157894736842105,0,1,0,0,0.8098200865087111
280,4,56,9738,9738,0,36,0.1616666666666667,0,1,1,0,0.8388863083254392
281,1,51,7790,2999,1,36,0.09,0,1,0,0,0.7426533639406455
282,11,71,12790,12816,0,48,0.08333333333333333,0,1,1,0,0.8393620021403991
283,10,71,2775,2804,0,12,0.1062068965517241,0,0,0,0,0.733468355084273
284,4,66,8816,8916,0,48,0.04901185770750988,0,0,1,0,0.7852464537489362
285,20,59,21450,22560,0,96,0.108728943338438,0,0,0,0,0.7102931506028775
286,28,46,16990,18789,0,72,0.085,0,0,0,0,0.750706534326157
287,12,34,17500,17500,0,60,0.06277173913043478,0,1,1,0,0.8415720127012283
288,7,55,11390,11390,0,60,0.1153846153846154,0,1,1,0,0.8541394480282307
289,3,27,13590,13700,0,60,0.125,0,0,0,0,0.6443020619430795
290,3,48,9950,10533,0,72,0.1021170610211706,0,0,0,0,0.701910535903403
291,2,26,2000,2072,0,12,0.0838095238095238,0,0,0,0,0.7700179331814128
292,0,32,14900,10900,0,48,0.1641666666666667,0,0,0,0,0.6709064086716281
293,34,53,20245,20995,0,72,0.09083333333333334,0,0,1,0,0.8024598221304
294,1,48,8000,7063,0,60,0.1181818181818182,0,0,0,0,0.6044314691135991
295,7,58,4643,4894,0,48,0.04782608695652174,0,1,1,0,0.8524654583243862
296,10,40,8475,9652,0,60,0.09243243243243243,0,1,0,0,0.7605498975205487
297,26,45,8900,6900,0,60,0.064,0,0,0,0,0.731840555025793
298,24,47,15030,15158,0,48,0.0895,0,1,1,0,0.8451779725808021
299,19,39,22900,20300,0,72,0.05012853470437018,0,1,1,0,0.8360091505306766
300,2,42,11990,17726,0,48,0.1365964712578258,0,1,1,0,0.766585994696235
301,0,21,4140,4397,0,24,0.1175,0,0,0,0,0.6213545281231653
302,30,51,28780,27930,0,60,0.1254545454545455,0,0,0,0,0.7091485891028763
303,0,23,25280,20280,0,36,0.1488058787507655,0,0,0,0,0.5338135899734673
304,11,34,7990,9244,0,72,0.09784172661870504,0,1,0,0,0.7249142951166342
305,15,44,7110,7110,0,48,0.3488888888888889,0,1,0,0,0.7189253915260765
306,7,72,17700,16291,0,72,0.2189716312056738,0,0,0,0,0.6506045965103611
307,6,69,5850,6292,0,24,0.12421875,0,1,0,0,0.8303123562383392
308,9,73,20000,20411,0,24,0.1771428571428571,0,1,1,0,0.7791946188886726
309,1,33,8000,6495,0,48,0.08052631578947368,0,0,0,0,0.694203157941425
310,4,28,17029,17029,0,60,0.0596969696969697,0,1,0,0,0.7493964978742831
311,0,30,9690,10170,0,36,0.1662857142857143,0,0,0,0,0.6702917157415909
312,1,42,7800,3040,1,36,0.05421686746987952,0,0,0,0,0.746446930099227
313,17,44,12000,12000,0,60,0.07150537634408602,0,1,1,0,0.85304295839003
314,5,58,18950,16133,0,60,0.06103448275862069,0,1,1,0,0.8404923532119798
315,2,47,11490,10941,0,60,0.078714859437751,0,1,1,0,0.8298248553750822
316,3,50,21475,21475,0,60,0.08888888888888889,0,1,1,0,0.8152546517026652
317,0,45,21000,24093,0,60,0.1289905090595341,0,1,0,0,0.6126501334914356
318,17,56,8390,8926,0,60,0.08888888888888889,0,1,0,0,0.7836279895201788
319,12,37,9990,12131,0,96,0.05930232558139535,0,1,0,0,0.7875944989230892
320,2,25,11300,8800,0,48,0.132,0,0,0,0,0.7248349543411148
321,26,46,15300,17384,0,60,0.07511111111111111,0,1,1,0,0.8377084423824626
322,7,57,15990,17518,0,84,0.1154545454545454,0,1,0,0,0.8047848653705201
323,26,61,21300,18300,0,60,0.1283333333333333,0,0,1,0,0.7360095248344636
324,2,38,11480,12522,0,60,0.05235109717868339,0,1,0,0,0.7386229854967856
325,7,49,7980,6480,0,48,0.07945945945945945,0,1,0,0,0.8199876302659926
326,8,50,6930,5430,0,36,0.03767441860465116,0,1,0,0,0.8317781655811619
327,1,53,9950,6750,0,60,0.09071428571428572,0,0,0,0,0.6700685848311806
328,9,37,20485,19485,0,60,0.1551297898640297,0,0,1,0,0.782477495956948
329,2,53,7990,8682,0,60,0.0761904761904762,0,1,1,0,0.7912505410405588
330,10,39,14000,12000,0,36,0.09414225941422594,0,1,0,0,0.8575938370454019
331,1,32,17000,18319,0,96,0.1238888888888889,0,0,0,0,0.5106281888344444
332,48,64,13620,9000,0,12,0.09416195856873823,0,0,0,0,0.7398391694542418
333,0,34,14160,14160,0,48,0.097,0,0,0,0,0.6984790852039255
334,0,39,13990,13990,0,48,0.07766666666666666,0,0,0,0,0.7110710574856594
335,3,20,15600,15165,0,60,0.2085714285714286,0,0,1,0,0.5702192120560436
336,3,76,12990,14471,0,96,0.1515637530072173,0,0,0,0,0.553361696306991
337,0,18,19865,16446,0,72,0.1132616487455197,0,0,0,0,0.5797630467562138
